orderid,orderdate
39322,16-10-2015
39323,21-06-2014
39324,18-06-2016
39325,25-09-2014
39326,24-06-2014
39327,17-04-2016
39328,24-09-2015
39329,31-08-2016
39330,20-05-2014
39331,29-04-2016
39332,17-07-2014
39333,05-07-2015
39334,10-10-2016
39335,21-02-2017
39336,19-07-2016
39337,18-05-2014
39338,27-09-2016
39339,25-09-2014
39340,24-10-2015
39341,06-07-2014
39342,20-04-2014
39343,10-05-2016
39344,24-01-2016
39345,20-11-2015
39346,08-07-2015
39347,03-05-2016
39348,23-06-2016
39349,13-02-2016
39350,28-09-2014
39351,08-08-2014
39352,09-09-2015
39353,25-10-2015
39354,09-11-2014
39355,12-08-2014
39356,03-05-2015
39357,30-04-2016
39358,09-11-2015
39359,25-05-2016
39360,09-08-2016
39361,02-09-2016
39362,10-03-2015
39363,04-07-2015
39364,18-04-2014
39365,25-01-2016
39366,30-01-2017
39367,06-06-2016
39368,01-10-2015
39369,23-12-2016
39370,31-08-2014
39371,03-11-2016
39372,12-08-2016
39373,17-02-2015
39374,30-09-2014
39375,15-03-2017
39376,18-09-2014
39377,12-12-2016
39378,06-06-2014
39379,12-03-2016
39380,23-09-2014
39381,14-04-2015
39382,07-03-2015
39383,08-04-2015
39384,17-06-2015
39385,29-01-2015
39386,23-09-2014
39387,17-08-2016
39388,12-03-2015
39389,19-02-2016
39390,07-11-2016
39391,10-02-2015
39392,01-01-2017
39393,03-10-2015
39394,28-06-2016
39395,03-03-2016
39396,10-12-2016
39397,03-05-2015
39398,05-05-2015
39399,25-09-2016
39400,11-07-2016
39401,01-05-2016
39402,15-02-2017
39403,11-07-2016
39404,21-04-2014
39405,11-12-2016
39406,29-12-2015
39407,14-09-2015
39408,08-10-2014
39409,30-10-2015
39410,19-01-2017
39411,03-09-2015
39412,29-05-2015
39413,14-02-2015
39414,27-08-2014
39415,22-04-2016
39416,03-12-2016
39417,17-06-2015
39418,13-06-2014
39419,18-03-2016
39420,07-05-2015
39421,31-01-2015
39422,21-08-2016
39423,04-07-2014
39424,27-05-2015
39425,01-06-2016
39426,15-06-2015
39427,06-05-2016
39428,02-08-2015
39429,15-06-2014
39430,25-07-2015
39431,21-11-2016
39432,26-03-2016
39433,06-05-2014
39434,08-02-2016
39435,26-02-2015
39436,15-01-2015
39437,15-02-2017
39438,13-03-2015
39439,05-08-2016
39440,06-03-2017
39441,15-11-2015
39442,06-02-2016
39443,01-10-2014
39444,05-12-2014
39445,31-01-2015
39446,31-05-2015
39447,23-01-2016
39448,16-07-2014
39449,18-02-2015
39450,31-03-2017
39451,04-07-2016
39452,01-10-2016
39453,28-05-2014
39454,23-11-2015
39455,17-11-2016
39456,17-03-2015
39457,24-07-2016
39458,16-07-2014
39459,11-02-2016
39460,26-10-2015
39461,19-04-2016
39462,01-11-2016
39463,16-12-2016
39464,17-03-2017
39465,15-07-2014
39466,22-05-2015
39467,22-08-2016
39468,13-07-2016
39469,31-12-2015
39470,17-07-2015
39471,02-03-2017
39472,24-01-2016
39473,15-05-2015
39474,21-09-2014
39475,02-03-2016
39476,19-06-2014
39477,01-07-2016
39478,12-07-2014
39479,02-06-2015
39480,16-03-2017
39481,08-08-2014
39482,09-02-2015
39483,20-01-2016
39484,21-07-2015
39485,15-09-2016
39486,19-04-2014
39487,13-04-2015
39488,12-01-2017
39489,11-11-2015
39490,11-02-2016
39491,19-01-2017
39492,28-10-2014
39493,20-09-2016
39494,19-07-2016
39495,05-02-2015
39496,12-10-2015
39497,21-11-2015
39498,09-12-2015
39499,20-09-2016
39500,06-11-2016
39501,27-10-2016
39502,19-03-2015
39503,31-07-2014
39504,27-10-2014
39505,21-04-2014
39506,22-07-2016
39507,08-04-2016
39508,05-09-2015
39509,27-08-2016
39510,09-02-2016
39511,02-07-2014
39512,24-06-2014
39513,24-05-2014
39514,03-04-2015
39515,25-02-2017
39516,08-02-2016
39517,01-11-2015
39518,02-01-2015
39519,02-01-2015
39520,07-11-2014
39521,11-05-2015
39522,17-12-2015
39523,02-11-2016
39524,13-04-2014
39525,02-04-2016
39526,03-10-2016
39527,19-03-2016
39528,09-03-2017
39529,03-06-2014
39530,07-06-2014
39531,03-05-2015
39532,20-02-2015
39533,23-01-2015
39534,28-08-2016
39535,27-12-2015
39536,04-05-2014
39537,26-03-2015
39538,13-04-2016
39539,27-11-2016
39540,01-07-2014
39541,24-08-2016
39542,20-12-2014
39543,17-04-2015
39544,29-12-2015
39545,05-06-2015
39546,12-10-2016
39547,25-02-2017
39548,06-12-2016
39549,29-03-2015
39550,09-05-2015
39551,26-10-2016
39552,08-07-2014
39553,24-08-2016
39554,07-03-2017
39555,18-11-2016
39556,20-04-2014
39557,01-11-2014
39558,25-03-2017
39559,28-10-2014
39560,28-10-2015
39561,25-07-2016
39562,04-06-2014
39563,19-03-2016
39564,13-07-2015
39565,02-08-2014
39566,29-11-2016
39567,20-07-2015
39568,04-11-2015
39569,23-04-2015
39570,20-08-2016
39571,06-04-2014
39572,26-03-2015
39573,03-12-2014
39574,01-10-2015
39575,27-04-2016
39576,19-02-2017
39577,13-11-2016
39578,03-04-2016
39579,05-02-2015
39580,03-06-2015
39581,05-08-2015
39582,16-12-2014
39583,18-11-2015
39584,10-09-2016
39585,04-02-2015
39586,21-07-2016
39587,25-03-2015
39588,17-05-2016
39589,23-11-2015
39590,24-01-2016
39591,23-09-2014
39592,09-05-2015
39593,30-05-2016
39594,16-07-2016
39595,25-07-2014
39596,29-07-2016
39597,09-02-2015
39598,24-01-2015
39599,14-06-2015
39600,03-07-2015
39601,27-01-2016
39602,23-11-2014
39603,04-09-2016
39604,13-04-2015
39605,19-04-2014
39606,06-05-2016
39607,03-07-2016
39608,17-09-2014
39609,19-04-2015
39610,26-05-2016
39611,02-01-2016
39612,09-12-2014
39613,25-11-2015
39614,19-11-2014
39615,21-03-2016
39616,27-09-2016
39617,21-12-2014
39618,09-10-2014
39619,04-12-2014
39620,09-11-2015
39621,17-09-2015
39622,21-06-2015
39623,21-02-2015
39624,28-05-2016
39625,17-03-2017
39626,05-05-2015
39627,29-09-2014
39628,18-08-2014
39629,24-10-2015
39630,10-08-2015
39631,06-12-2014
39632,31-05-2015
39633,03-06-2014
39634,13-01-2016
39635,08-12-2015
39636,04-07-2015
39637,11-08-2014
39638,26-04-2014
39639,14-06-2014
39640,17-10-2016
39641,13-05-2016
39642,01-03-2017
39643,17-08-2016
39644,06-06-2015
39645,26-11-2014
39646,29-02-2016
39647,06-02-2016
39648,19-06-2015
39649,08-02-2016
39650,28-06-2014
39651,22-12-2016
39652,04-04-2016
39653,14-05-2016
39654,27-09-2015
39655,27-09-2016
39656,13-09-2016
39657,18-10-2014
39658,28-04-2015
39659,15-08-2016
39660,03-12-2014
39661,17-03-2016
39662,29-10-2014
39663,15-03-2016
39664,26-01-2015
39665,06-11-2016
39666,27-12-2016
39667,12-09-2016
39668,29-05-2014
39669,10-12-2015
39670,03-01-2017
39671,03-08-2016
39672,04-11-2016
39673,12-05-2016
39674,06-04-2015
39675,21-11-2014
39676,20-01-2016
39677,01-05-2015
39678,05-08-2014
39679,08-02-2017
39680,23-09-2015
39681,18-06-2015
39682,18-10-2015
39683,04-12-2015
39684,30-01-2015
39685,05-07-2014
39686,29-12-2014
39687,12-07-2016
39688,19-10-2014
39689,28-04-2015
39690,11-04-2015
39691,25-08-2014
39692,29-11-2015
39693,07-07-2014
39694,19-10-2014
39695,15-10-2016
39696,28-11-2015
39697,07-10-2014
39698,12-08-2016
39699,07-03-2016
39700,27-01-2015
39701,26-01-2016
39702,06-06-2016
39703,27-03-2016
39704,24-03-2017
39705,26-08-2016
39706,26-07-2016
39707,14-09-2014
39708,24-12-2016
39709,06-03-2015
39710,17-11-2014
39711,07-06-2015
39712,07-03-2016
39713,07-04-2014
39714,02-11-2015
39715,23-04-2016
39716,16-06-2014
39717,23-04-2014
39718,07-06-2016
39719,09-12-2016
39720,23-03-2017
39721,20-08-2016
39722,15-07-2016
39723,25-01-2015
39724,02-10-2015
39725,14-09-2016
39726,06-03-2015
39727,28-11-2015
39728,11-10-2015
39729,19-12-2015
39730,27-12-2014
39731,13-01-2017
39732,21-06-2016
39733,08-04-2014
39734,13-10-2014
39735,22-10-2014
39736,21-11-2014
39737,07-08-2014
39738,20-08-2015
39739,29-04-2015
39740,11-12-2016
39741,27-02-2017
39742,25-08-2015
39743,26-03-2017
39744,07-07-2016
39745,18-09-2016
39746,05-10-2016
39747,09-05-2016
39748,06-04-2016
39749,20-06-2015
39750,03-09-2016
39751,03-02-2015
39752,20-03-2017
39753,24-05-2015
39754,10-08-2015
39755,07-10-2015
39756,01-11-2015
39757,03-08-2014
39758,21-05-2016
39759,25-05-2014
39760,06-08-2015
39761,01-12-2014
39762,01-09-2014
39763,28-06-2014
39764,21-11-2016
39765,30-11-2015
39766,16-03-2017
39767,17-12-2016
39768,10-12-2014
39769,09-06-2016
39770,02-03-2017
39771,24-11-2015
39772,24-06-2016
39773,23-06-2014
39774,19-10-2016
39775,01-11-2014
39776,04-05-2016
39777,04-12-2015
39778,27-02-2015
39779,26-09-2015
39780,11-05-2016
39781,31-01-2015
39782,21-09-2016
39783,02-09-2014
39784,27-03-2017
39785,20-05-2016
39786,11-12-2014
39787,19-08-2015
39788,14-11-2014
39789,19-07-2014
39790,08-02-2015
39791,17-02-2016
39792,19-08-2014
39793,25-11-2016
39794,23-10-2015
39795,21-09-2016
39796,13-10-2014
39797,02-10-2015
39798,08-03-2017
39799,18-09-2016
39800,18-08-2016
39801,04-11-2014
39802,03-02-2015
39803,08-02-2016
39804,12-07-2014
39805,26-10-2016
39806,12-07-2015
39807,10-07-2016
39808,30-06-2014
39809,08-04-2015
39810,20-06-2014
39811,01-10-2015
39812,20-03-2016
39813,22-06-2015
39814,02-07-2015
39815,23-12-2014
39816,12-01-2017
39817,18-03-2017
39818,03-05-2016
39819,18-06-2016
39820,13-06-2014
39821,07-04-2015
39822,27-05-2016
39823,22-02-2017
39824,19-05-2016
39825,18-07-2015
39826,15-02-2015
39827,22-07-2015
39828,19-06-2016
39829,17-02-2015
39830,08-06-2016
39831,29-06-2016
39832,18-09-2015
39833,26-01-2015
39834,16-06-2015
39835,28-11-2014
39836,23-10-2015
39837,16-03-2016
39838,06-11-2015
39839,07-09-2016
39840,03-08-2015
39841,24-04-2014
39842,08-06-2015
39843,03-02-2017
39844,10-02-2016
39845,11-04-2016
39846,15-03-2017
39847,02-05-2016
39848,07-11-2015
39849,05-05-2015
39850,13-05-2014
39851,24-02-2017
39852,08-03-2015
39853,24-11-2016
39854,31-01-2015
39855,23-06-2016
39856,06-03-2015
39857,29-11-2016
39858,02-05-2016
39859,19-03-2015
39860,27-04-2014
39861,07-04-2015
39862,29-08-2016
39863,18-11-2014
39864,01-07-2015
39865,22-07-2015
39866,09-01-2017
39867,02-12-2016
39868,24-09-2014
39869,19-08-2015
39870,09-05-2016
39871,02-12-2014
39872,07-01-2016
39873,18-10-2014
39874,23-07-2015
39875,16-12-2016
39876,11-10-2014
39877,15-12-2016
39878,25-04-2015
39879,12-03-2017
39880,06-01-2015
39881,21-03-2015
39882,14-10-2016
39883,17-11-2016
39884,27-03-2016
39885,28-09-2015
39886,31-08-2015
39887,29-09-2015
39888,16-10-2014
39889,09-06-2015
39890,10-12-2014
39891,27-11-2015
39892,21-05-2016
39893,05-07-2016
39894,16-01-2017
39895,03-04-2017
39896,19-11-2016
39897,10-03-2017
39898,17-02-2017
39899,18-07-2016
39900,21-07-2014
39901,23-04-2015
39902,23-10-2014
39903,23-06-2016
39904,15-12-2016
39905,17-12-2015
39906,24-08-2014
39907,01-09-2015
39908,20-04-2016
39909,12-10-2015
39910,19-03-2016
39911,29-08-2015
39912,20-03-2016
39913,02-10-2014
39914,15-08-2014
39915,14-11-2015
39916,15-08-2015
39917,04-03-2015
39918,05-12-2015
39919,15-11-2016
39920,14-02-2016
39921,21-07-2014
39922,30-10-2016
39923,27-07-2015
39924,24-10-2015
39925,22-07-2014
39926,21-07-2015
39927,04-11-2014
39928,20-05-2014
39929,27-07-2014
39930,28-03-2015
39931,28-08-2016
39932,01-02-2015
39933,22-11-2016
39934,16-02-2015
39935,13-02-2017
39936,21-05-2015
39937,14-07-2014
39938,26-01-2017
39939,05-11-2014
39940,23-06-2015
39941,04-12-2014
39942,19-02-2015
39943,02-10-2015
39944,02-08-2015
39945,31-03-2015
39946,10-04-2015
39947,12-02-2015
39948,05-08-2014
39949,29-12-2015
39950,09-02-2017
39951,12-11-2014
39952,16-11-2015
39953,12-05-2014
39954,01-12-2015
39955,03-07-2015
39956,02-01-2015
39957,02-05-2016
39958,11-10-2016
39959,29-04-2016
39960,18-09-2015
39961,21-02-2016
39962,01-12-2016
39963,04-09-2016
39964,04-04-2015
39965,02-08-2015
39966,02-12-2014
39967,15-10-2014
39968,12-08-2016
39969,21-09-2014
39970,26-10-2015
39971,03-08-2014
39972,31-05-2016
39973,31-08-2014
39974,19-01-2015
39975,10-07-2016
39976,21-10-2016
39977,05-09-2016
39978,16-06-2014
39979,07-06-2015
39980,07-03-2016
39981,23-04-2014
39982,09-09-2015
39983,12-08-2015
39984,22-10-2015
39985,21-05-2015
39986,27-12-2016
39987,21-02-2016
39988,15-07-2014
39989,03-02-2016
39990,29-04-2015
39991,11-07-2015
39992,29-10-2016
39993,29-05-2016
39994,06-01-2015
39995,11-05-2014
39996,12-11-2016
39997,05-05-2014
39998,20-09-2014
39999,26-03-2016
40000,09-04-2015
40001,18-07-2016
40002,09-07-2015
40003,22-01-2015
40004,27-10-2015
40005,21-03-2017
40006,26-11-2015
40007,02-01-2015
40008,11-04-2016
40009,18-11-2014
40010,05-03-2015
40011,30-12-2016
40012,26-03-2016
40013,26-07-2014
40014,14-03-2017
40015,05-05-2016
40016,30-06-2016
40017,02-02-2016
40018,31-10-2014
40019,27-07-2016
40020,24-07-2015
40021,01-03-2015
40022,08-01-2017
40023,22-07-2014
40024,16-11-2016
40025,23-06-2015
40026,24-03-2017
40027,06-04-2014
40028,29-01-2015
40029,16-06-2015
40030,05-11-2014
40031,17-04-2015
40032,30-03-2016
40033,03-03-2015
40034,14-06-2014
40035,17-05-2014
40036,27-03-2017
40037,06-10-2014
40038,08-01-2016
40039,06-08-2016
40040,14-05-2016
40041,24-03-2015
40042,11-12-2016
40043,15-11-2015
40044,09-04-2016
40045,14-10-2016
40046,03-01-2016
40047,14-07-2016
40048,25-01-2017
40049,22-01-2016
40050,30-09-2016
40051,19-08-2014
40052,18-02-2016
40053,20-04-2014
40054,26-01-2016
40055,10-11-2016
40056,14-09-2014
40057,27-11-2015
40058,27-11-2014
40059,04-01-2017
40060,05-07-2015
40061,01-10-2014
40062,17-10-2014
40063,04-05-2015
40064,16-05-2016
40065,02-01-2017
40066,08-07-2015
40067,09-06-2015
40068,30-03-2017
40069,14-02-2017
40070,25-02-2016
40071,12-07-2016
40072,03-07-2016
40073,15-07-2016
40074,15-07-2016
40075,06-04-2015
40076,11-10-2014
40077,03-11-2014
40078,01-06-2014
40079,11-04-2014
40080,07-04-2015
40081,06-08-2014
40082,12-03-2017
40083,28-10-2016
40084,21-05-2014
40085,09-04-2016
40086,13-11-2015
40087,28-09-2014
40088,21-07-2016
40089,31-01-2015
40090,28-09-2015
40091,24-10-2014
40092,06-11-2015
40093,28-08-2016
40094,14-12-2015
40095,20-11-2016
40096,02-01-2017
40097,04-10-2015
40098,03-10-2016
40099,01-10-2015
40100,17-07-2015
40101,04-06-2016
40102,11-03-2015
40103,01-11-2015
40104,09-09-2016
40105,11-12-2016
40106,19-04-2015
40107,26-04-2015
40108,20-08-2016
40109,09-12-2014
40110,10-06-2016
40111,08-04-2014
40112,18-01-2015
40113,15-01-2015
40114,02-10-2015
40115,25-10-2016
40116,08-08-2016
40117,16-04-2015
40118,05-05-2015
40119,06-06-2016
40120,13-04-2015
40121,23-11-2016
40122,21-06-2015
40123,01-07-2016
40124,23-02-2017
40125,28-05-2014
40126,04-03-2017
40127,26-07-2014
40128,18-04-2015
40129,20-03-2015
40130,25-05-2016
40131,17-08-2016
40132,04-07-2015
40133,12-06-2015
40134,25-09-2015
40135,13-05-2016
40136,18-09-2015
40137,25-06-2016
40138,14-10-2015
40139,20-12-2015
40140,09-07-2015
40141,08-09-2016
40142,16-06-2015
40143,16-06-2014
40144,17-03-2017
40145,06-12-2016
40146,16-05-2015
40147,18-12-2014
40148,29-09-2015
40149,31-03-2016
40150,11-06-2016
40151,13-09-2016
40152,16-11-2015
40153,10-04-2014
40154,01-02-2017
40155,25-01-2017
40156,16-04-2014
40157,06-11-2016
40158,26-03-2016
40159,02-03-2017
40160,29-10-2015
40161,18-12-2014
40162,30-08-2016
40163,10-05-2015
40164,22-05-2014
40165,20-02-2017
40166,29-11-2015
40167,27-05-2015
40168,30-11-2015
40169,04-09-2015
40170,06-05-2015
40171,24-05-2016
40172,21-10-2016
40173,10-01-2015
40174,08-07-2016
40175,28-02-2016
40176,24-07-2016
40177,05-10-2015
40178,23-10-2016
40179,30-01-2017
40180,29-09-2016
40181,08-03-2015
40182,09-08-2016
40183,20-03-2016
40184,29-05-2016
40185,05-08-2016
40186,31-10-2014
40187,01-01-2016
40188,08-02-2016
40189,13-07-2015
40190,22-08-2015
40191,27-03-2016
40192,08-01-2015
40193,12-04-2015
40194,29-04-2014
40195,30-05-2015
40196,23-07-2014
40197,21-05-2015
40198,24-05-2015
40199,04-12-2015
40200,09-04-2014
40201,08-09-2014
40202,25-01-2016
40203,21-02-2016
40204,09-06-2014
40205,27-12-2016
40206,19-09-2015
40207,14-09-2015
40208,16-01-2016
40209,27-01-2017
40210,14-10-2015
40211,24-01-2017
40212,01-01-2016
40213,18-02-2015
40214,06-01-2015
40215,03-05-2014
40216,02-05-2016
40217,16-09-2015
40218,24-07-2016
40219,31-10-2014
40220,02-05-2016
40221,19-03-2015
40222,26-07-2014
40223,18-12-2016
40224,02-04-2017
40225,15-06-2015
40226,20-06-2016
40227,02-02-2015
40228,19-02-2015
40229,02-08-2014
40230,11-12-2015
40231,18-06-2014
40232,18-01-2015
40233,27-02-2015
40234,26-05-2015
40235,16-12-2015
40236,13-04-2014
40237,08-01-2016
40238,17-11-2015
40239,03-02-2016
40240,08-02-2016
40241,25-09-2016
40242,28-06-2015
40243,24-06-2015
40244,01-02-2017
40245,05-10-2016
40246,08-05-2016
40247,13-12-2016
40248,25-02-2016
40249,28-11-2016
40250,22-01-2017
40251,19-06-2015
40252,08-08-2015
40253,30-10-2014
40254,31-05-2014
40255,15-09-2015
40256,26-11-2014
40257,17-09-2015
40258,04-01-2015
40259,10-07-2015
40260,13-02-2017
40261,25-01-2017
40262,28-10-2015
40263,30-07-2015
40264,17-08-2014
40265,14-10-2016
40266,18-11-2016
40267,12-10-2016
40268,16-05-2015
40269,22-08-2014
40270,03-11-2016
40271,14-05-2015
40272,10-06-2015
40273,21-12-2016
40274,01-09-2015
40275,30-10-2016
40276,20-04-2016
40277,21-04-2016
40278,18-01-2017
40279,04-02-2016
40280,16-12-2016
40281,13-10-2015
40282,10-09-2016
40283,12-04-2015
40284,03-01-2017
40285,24-04-2015
40286,05-03-2015
40287,17-06-2015
40288,12-04-2016
40289,30-03-2016
40290,10-11-2016
40291,28-04-2016
40292,08-10-2014
40293,17-06-2014
40294,13-08-2016
40295,14-03-2016
40296,06-11-2014
40297,06-04-2015
40298,08-06-2015
40299,31-10-2014
40300,07-12-2015
40301,13-08-2014
40302,15-10-2015
40303,30-08-2015
40304,11-05-2014
40305,17-01-2016
40306,04-12-2014
40307,23-08-2015
40308,09-02-2016
40309,31-03-2016
40310,29-04-2016
40311,27-04-2016
40312,14-01-2016
40313,17-03-2017
40314,14-08-2016
40315,03-03-2015
40316,30-11-2014
40317,22-01-2016
40318,20-06-2014
40319,26-09-2015
40320,20-02-2017
40321,22-09-2016
40322,27-08-2014
40323,09-05-2016
40324,05-09-2014
40325,19-10-2014
40326,22-07-2016
40327,22-12-2015
40328,02-07-2014
40329,24-09-2014
40330,21-08-2015
40331,28-11-2016
40332,10-07-2016
40333,06-04-2014
40334,11-12-2016
40335,01-01-2016
40336,07-02-2016
40337,16-02-2016
40338,03-03-2017
40339,03-02-2016
40340,05-08-2014
40341,21-01-2015
40342,03-12-2016
40343,29-11-2015
40344,22-03-2016
40345,07-11-2015
40346,21-09-2014
40347,01-05-2016
40348,15-09-2015
40349,07-03-2016
40350,24-12-2016
40351,01-04-2017
40352,08-10-2016
40353,22-02-2015
40354,17-03-2017
40355,12-12-2015
40356,25-04-2014
40357,19-06-2014
40358,10-04-2016
40359,20-01-2015
40360,14-12-2014
40361,19-03-2015
40362,21-06-2014
40363,30-08-2016
40364,16-06-2014
40365,08-07-2015
40366,22-07-2016
40367,22-05-2016
40368,13-07-2015
40369,11-08-2016
40370,07-03-2017
40371,05-08-2016
40372,09-11-2015
40373,11-10-2015
40374,14-08-2014
40375,24-09-2016
40376,23-07-2016
40377,12-12-2015
40378,29-07-2015
40379,16-06-2015
40380,11-05-2016
40381,10-08-2015
40382,23-07-2014
40383,08-07-2014
40384,09-11-2016
40385,08-08-2016
40386,04-05-2016
40387,21-07-2015
40388,28-11-2015
40389,25-01-2015
40390,01-01-2016
40391,21-06-2015
40392,16-08-2014
40393,03-08-2016
40394,02-01-2017
40395,24-05-2014
40396,20-04-2015
40397,03-10-2015
40398,04-06-2014
40399,05-02-2017
40400,05-06-2016
40401,11-10-2014
40402,01-01-2015
40403,14-05-2015
40404,09-07-2016
40405,06-07-2015
40406,04-02-2016
40407,19-02-2017
40408,30-06-2015
40409,10-11-2016
40410,27-05-2015
40411,24-08-2014
40412,27-04-2014
40413,06-03-2017
40414,09-01-2016
40415,23-07-2015
40416,30-04-2014
40417,12-04-2015
40418,29-04-2015
40419,18-04-2015
40420,05-02-2017
40421,23-07-2015
40422,19-05-2014
