shipcost,shipmode,shipdate,transactionid,shipmentid
16,Regular Air,3/28/2017,65600,65600
3,Regular Air,7/23/2016,65601,65601
7,express Air,8/19/2016,65602,65602
5,Regular Air,1/14/2015,65603,65603
18,Regular Air,11/2/2015,65604,65604
11,express Air,10/29/2014,65605,65605
12,Deleiivery Truck,10/14/2016,65606,65606
15,express Air,1/12/2016,65607,65607
3,Deleiivery Truck,9/29/2016,65608,65608
15,Regular Air,6/21/2014,65609,65609
16,Deleiivery Truck,12/4/2014,65610,65610
1,express Air,10/13/2015,65611,65611
17,express Air,8/9/2014,65612,65612
14,express Air,6/16/2014,65613,65613
16,express Air,10/17/2014,65614,65614
16,express Air,8/20/2014,65615,65615
15,Regular Air,4/8/2014,65616,65616
2,express Air,6/12/2016,65617,65617
4,Deleiivery Truck,6/8/2014,65618,65618
19,express Air,12/17/2014,65619,65619
1,express Air,9/14/2016,65620,65620
11,express Air,7/30/2014,65621,65621
9,Deleiivery Truck,8/18/2014,65622,65622
2,Regular Air,9/24/2016,65623,65623
6,express Air,3/1/2015,65624,65624
6,express Air,9/14/2014,65625,65625
4,Deleiivery Truck,8/27/2015,65626,65626
4,express Air,8/17/2016,65627,65627
6,Regular Air,6/18/2014,65628,65628
13,Regular Air,1/10/2016,65629,65629
9,Regular Air,4/3/2016,65630,65630
3,Deleiivery Truck,8/19/2014,65631,65631
4,Regular Air,4/12/2014,65632,65632
13,Regular Air,8/29/2015,65633,65633
8,express Air,9/28/2015,65634,65634
8,Regular Air,9/23/2015,65635,65635
9,Deleiivery Truck,8/9/2015,65636,65636
13,Regular Air,11/8/2016,65637,65637
15,Regular Air,7/23/2015,65638,65638
12,express Air,5/3/2014,65639,65639
14,Regular Air,4/8/2016,65640,65640
9,Regular Air,8/10/2015,65641,65641
15,Regular Air,5/22/2014,65642,65642
4,Regular Air,8/24/2016,65643,65643
16,Deleiivery Truck,10/10/2015,65644,65644
10,Regular Air,12/18/2016,65645,65645
19,express Air,6/18/2015,65646,65646
2,Deleiivery Truck,6/9/2014,65647,65647
10,Regular Air,9/17/2014,65648,65648
16,Regular Air,1/28/2017,65649,65649
17,Regular Air,10/4/2016,65650,65650
6,Regular Air,12/8/2015,65651,65651
5,Regular Air,1/18/2016,65652,65652
17,express Air,6/29/2015,65653,65653
15,express Air,9/29/2015,65654,65654
17,express Air,3/3/2016,65655,65655
3,express Air,5/22/2014,65656,65656
4,Deleiivery Truck,10/19/2016,65657,65657
7,Deleiivery Truck,1/13/2015,65658,65658
18,express Air,10/3/2016,65659,65659
17,express Air,1/26/2017,65660,65660
14,Deleiivery Truck,4/4/2015,65661,65661
8,express Air,5/24/2014,65662,65662
15,Deleiivery Truck,3/26/2017,65663,65663
3,Deleiivery Truck,2/9/2015,65664,65664
1,Deleiivery Truck,5/31/2014,65665,65665
1,Deleiivery Truck,11/16/2015,65666,65666
6,express Air,2/2/2016,65667,65667
15,Regular Air,7/24/2016,65668,65668
5,Regular Air,12/31/2015,65669,65669
14,Regular Air,1/1/2015,65670,65670
5,Deleiivery Truck,5/27/2015,65671,65671
5,express Air,9/28/2015,65672,65672
14,Deleiivery Truck,8/24/2015,65673,65673
9,express Air,6/21/2014,65674,65674
10,Deleiivery Truck,6/15/2014,65675,65675
19,express Air,5/17/2014,65676,65676
19,express Air,11/7/2015,65677,65677
17,Regular Air,8/17/2015,65678,65678
10,Deleiivery Truck,1/23/2015,65679,65679
9,express Air,2/7/2016,65680,65680
11,express Air,7/14/2014,65681,65681
19,Regular Air,10/17/2015,65682,65682
16,Regular Air,8/10/2016,65683,65683
3,Deleiivery Truck,9/9/2014,65684,65684
9,Regular Air,8/29/2014,65685,65685
6,Regular Air,5/8/2016,65686,65686
2,Deleiivery Truck,10/22/2016,65687,65687
10,Deleiivery Truck,3/2/2017,65688,65688
16,express Air,12/22/2014,65689,65689
3,Deleiivery Truck,5/11/2015,65690,65690
10,Deleiivery Truck,8/14/2016,65691,65691
16,Deleiivery Truck,5/16/2014,65692,65692
1,express Air,6/11/2015,65693,65693
6,Regular Air,7/10/2016,65694,65694
15,express Air,7/2/2015,65695,65695
2,express Air,9/15/2016,65696,65696
14,express Air,10/12/2015,65697,65697
17,Regular Air,3/9/2016,65698,65698
1,Regular Air,2/21/2016,65699,65699
14,Deleiivery Truck,10/8/2015,65700,65700
6,express Air,2/4/2016,65701,65701
4,express Air,3/10/2016,65702,65702
16,express Air,5/13/2015,65703,65703
17,Regular Air,1/8/2017,65704,65704
1,express Air,12/29/2014,65705,65705
18,Regular Air,12/31/2016,65706,65706
16,Regular Air,8/21/2016,65707,65707
10,express Air,9/26/2016,65708,65708
1,express Air,10/1/2015,65709,65709
14,Regular Air,11/21/2014,65710,65710
17,Regular Air,4/30/2016,65711,65711
4,Deleiivery Truck,6/23/2015,65712,65712
2,Deleiivery Truck,4/8/2016,65713,65713
5,express Air,3/9/2017,65714,65714
7,express Air,8/15/2015,65715,65715
9,Deleiivery Truck,11/15/2014,65716,65716
11,Regular Air,11/3/2015,65717,65717
5,Regular Air,1/1/2016,65718,65718
6,Regular Air,8/6/2014,65719,65719
11,express Air,2/9/2015,65720,65720
19,Deleiivery Truck,3/29/2015,65721,65721
14,Regular Air,2/22/2015,65722,65722
14,Deleiivery Truck,1/24/2016,65723,65723
5,express Air,11/27/2014,65724,65724
12,express Air,5/17/2015,65725,65725
1,Regular Air,1/13/2017,65726,65726
5,express Air,9/14/2015,65727,65727
12,express Air,8/30/2015,65728,65728
3,Regular Air,3/2/2015,65729,65729
9,express Air,4/25/2016,65730,65730
16,express Air,2/20/2017,65731,65731
17,Regular Air,9/14/2015,65732,65732
17,Regular Air,8/17/2014,65733,65733
9,Regular Air,12/7/2016,65734,65734
10,Deleiivery Truck,4/8/2016,65735,65735
17,Deleiivery Truck,8/29/2014,65736,65736
9,Regular Air,10/26/2015,65737,65737
7,Regular Air,11/23/2016,65738,65738
15,Deleiivery Truck,4/20/2015,65739,65739
11,Deleiivery Truck,4/9/2015,65740,65740
2,Deleiivery Truck,8/18/2014,65741,65741
14,Deleiivery Truck,11/4/2015,65742,65742
3,Deleiivery Truck,12/27/2014,65743,65743
14,Deleiivery Truck,3/15/2016,65744,65744
1,express Air,11/27/2016,65745,65745
18,Regular Air,5/14/2014,65746,65746
19,Deleiivery Truck,5/28/2014,65747,65747
6,express Air,9/22/2014,65748,65748
11,Deleiivery Truck,5/3/2016,65749,65749
18,Regular Air,3/8/2015,65750,65750
3,express Air,1/28/2015,65751,65751
11,express Air,4/16/2016,65752,65752
3,Regular Air,8/24/2015,65753,65753
7,Deleiivery Truck,5/7/2015,65754,65754
4,express Air,12/27/2014,65755,65755
8,Regular Air,3/19/2015,65756,65756
13,express Air,2/2/2017,65757,65757
3,express Air,2/28/2016,65758,65758
12,express Air,9/22/2015,65759,65759
15,Regular Air,12/30/2015,65760,65760
12,Deleiivery Truck,4/9/2014,65761,65761
3,Regular Air,9/11/2016,65762,65762
17,express Air,3/10/2016,65763,65763
13,Regular Air,8/11/2014,65764,65764
18,Regular Air,1/15/2016,65765,65765
19,express Air,7/23/2016,65766,65766
14,express Air,7/2/2015,65767,65767
5,Deleiivery Truck,11/7/2015,65768,65768
18,Deleiivery Truck,1/19/2016,65769,65769
18,express Air,11/26/2016,65770,65770
4,express Air,11/12/2016,65771,65771
12,Deleiivery Truck,3/2/2017,65772,65772
18,Deleiivery Truck,12/6/2014,65773,65773
5,express Air,7/16/2016,65774,65774
4,Deleiivery Truck,8/31/2015,65775,65775
5,Deleiivery Truck,8/6/2016,65776,65776
13,express Air,2/6/2016,65777,65777
18,express Air,3/11/2017,65778,65778
6,Regular Air,7/10/2014,65779,65779
12,Regular Air,3/19/2015,65780,65780
6,Deleiivery Truck,2/23/2015,65781,65781
9,Deleiivery Truck,1/12/2015,65782,65782
15,Deleiivery Truck,11/27/2014,65783,65783
8,express Air,9/28/2016,65784,65784
13,express Air,6/4/2016,65785,65785
17,express Air,4/19/2015,65786,65786
8,Regular Air,3/12/2017,65787,65787
3,Deleiivery Truck,1/15/2015,65788,65788
7,express Air,5/5/2015,65789,65789
3,express Air,6/26/2016,65790,65790
8,Deleiivery Truck,6/18/2016,65791,65791
9,express Air,5/11/2015,65792,65792
11,express Air,9/26/2014,65793,65793
5,Deleiivery Truck,6/5/2014,65794,65794
8,Regular Air,12/17/2016,65795,65795
14,express Air,3/10/2017,65796,65796
16,express Air,5/23/2014,65797,65797
12,express Air,2/16/2017,65798,65798
5,Deleiivery Truck,3/16/2015,65799,65799
8,express Air,6/11/2015,65800,65800
19,express Air,10/13/2016,65801,65801
15,Regular Air,10/28/2015,65802,65802
2,Deleiivery Truck,1/17/2017,65803,65803
16,Deleiivery Truck,4/18/2014,65804,65804
2,Deleiivery Truck,4/17/2014,65805,65805
15,Deleiivery Truck,11/10/2014,65806,65806
17,Regular Air,7/30/2014,65807,65807
11,express Air,5/1/2016,65808,65808
8,Deleiivery Truck,6/5/2014,65809,65809
1,Regular Air,2/16/2015,65810,65810
3,express Air,7/7/2014,65811,65811
7,Deleiivery Truck,1/13/2017,65812,65812
4,express Air,4/18/2015,65813,65813
4,Regular Air,1/23/2015,65814,65814
13,Deleiivery Truck,6/5/2016,65815,65815
14,express Air,10/15/2014,65816,65816
6,Deleiivery Truck,1/25/2015,65817,65817
9,Regular Air,1/9/2017,65818,65818
15,express Air,8/1/2016,65819,65819
11,Regular Air,3/17/2015,65820,65820
8,Deleiivery Truck,12/14/2016,65821,65821
4,express Air,9/10/2014,65822,65822
19,Regular Air,5/22/2014,65823,65823
6,express Air,3/17/2016,65824,65824
8,Deleiivery Truck,12/20/2015,65825,65825
5,express Air,6/4/2015,65826,65826
17,Deleiivery Truck,8/2/2014,65827,65827
7,Deleiivery Truck,3/14/2016,65828,65828
2,Regular Air,4/22/2016,65829,65829
18,express Air,10/23/2014,65830,65830
3,express Air,9/3/2014,65831,65831
2,Deleiivery Truck,3/3/2017,65832,65832
1,Regular Air,6/6/2014,65833,65833
3,Regular Air,11/3/2014,65834,65834
8,express Air,7/23/2015,65835,65835
14,Deleiivery Truck,2/12/2017,65836,65836
19,express Air,4/7/2014,65837,65837
16,express Air,6/25/2014,65838,65838
4,express Air,1/9/2015,65839,65839
13,Regular Air,2/4/2015,65840,65840
1,Deleiivery Truck,10/6/2016,65841,65841
15,Deleiivery Truck,10/28/2015,65842,65842
6,Deleiivery Truck,7/8/2016,65843,65843
3,express Air,2/24/2017,65844,65844
14,Regular Air,6/10/2014,65845,65845
14,Deleiivery Truck,6/30/2015,65846,65846
6,Regular Air,1/1/2017,65847,65847
10,express Air,1/26/2017,65848,65848
17,express Air,1/18/2015,65849,65849
9,express Air,7/30/2014,65850,65850
15,Deleiivery Truck,12/8/2016,65851,65851
14,Regular Air,3/23/2015,65852,65852
4,express Air,9/29/2014,65853,65853
7,express Air,11/24/2016,65854,65854
15,Regular Air,1/14/2016,65855,65855
16,Deleiivery Truck,2/8/2016,65856,65856
18,Deleiivery Truck,7/31/2014,65857,65857
16,Deleiivery Truck,9/20/2015,65858,65858
8,Deleiivery Truck,11/17/2015,65859,65859
6,Regular Air,10/8/2016,65860,65860
3,Regular Air,9/30/2016,65861,65861
1,Regular Air,2/8/2015,65862,65862
11,express Air,6/5/2015,65863,65863
7,express Air,4/26/2015,65864,65864
4,Regular Air,9/25/2014,65865,65865
3,express Air,8/24/2015,65866,65866
6,Deleiivery Truck,7/27/2016,65867,65867
17,express Air,8/17/2016,65868,65868
5,express Air,6/4/2014,65869,65869
11,Regular Air,2/26/2017,65870,65870
1,Regular Air,11/11/2016,65871,65871
3,Regular Air,7/20/2016,65872,65872
12,Deleiivery Truck,9/8/2016,65873,65873
10,Deleiivery Truck,11/14/2014,65874,65874
1,express Air,7/13/2014,65875,65875
15,Regular Air,1/12/2015,65876,65876
10,Regular Air,12/22/2014,65877,65877
15,Regular Air,6/22/2014,65878,65878
19,Regular Air,2/6/2015,65879,65879
10,express Air,1/2/2017,65880,65880
8,express Air,7/28/2015,65881,65881
18,Deleiivery Truck,1/12/2016,65882,65882
2,express Air,7/11/2014,65883,65883
18,Regular Air,5/22/2014,65884,65884
14,express Air,5/12/2014,65885,65885
3,express Air,7/15/2015,65886,65886
10,Deleiivery Truck,1/3/2016,65887,65887
4,Regular Air,6/11/2014,65888,65888
3,Regular Air,2/25/2017,65889,65889
13,express Air,6/11/2014,65890,65890
10,Regular Air,7/19/2016,65891,65891
17,Deleiivery Truck,12/23/2014,65892,65892
10,Deleiivery Truck,11/22/2014,65893,65893
4,express Air,11/2/2014,65894,65894
16,express Air,1/29/2015,65895,65895
13,Regular Air,2/24/2017,65896,65896
9,Deleiivery Truck,10/14/2016,65897,65897
16,express Air,2/22/2015,65898,65898
19,Regular Air,1/5/2017,65899,65899
7,express Air,9/25/2014,65900,65900
9,express Air,8/23/2014,65901,65901
2,Regular Air,12/13/2015,65902,65902
3,express Air,1/11/2017,65903,65903
12,Deleiivery Truck,7/26/2016,65904,65904
9,express Air,10/4/2014,65905,65905
2,Deleiivery Truck,8/25/2015,65906,65906
19,Deleiivery Truck,2/26/2017,65907,65907
11,express Air,8/25/2015,65908,65908
19,Deleiivery Truck,6/6/2016,65909,65909
5,express Air,1/8/2015,65910,65910
15,Deleiivery Truck,5/31/2015,65911,65911
10,Deleiivery Truck,9/11/2015,65912,65912
6,Regular Air,7/14/2015,65913,65913
16,Deleiivery Truck,6/21/2016,65914,65914
15,Regular Air,4/3/2017,65915,65915
13,express Air,11/12/2014,65916,65916
19,Regular Air,11/21/2016,65917,65917
3,express Air,11/18/2015,65918,65918
10,express Air,4/14/2014,65919,65919
3,Regular Air,1/25/2016,65920,65920
6,Regular Air,8/22/2015,65921,65921
15,express Air,11/30/2015,65922,65922
16,Regular Air,12/12/2016,65923,65923
17,Deleiivery Truck,10/23/2015,65924,65924
14,express Air,1/7/2015,65925,65925
6,Regular Air,3/30/2017,65926,65926
16,express Air,7/3/2016,65927,65927
9,express Air,3/29/2016,65928,65928
12,express Air,5/25/2015,65929,65929
4,Deleiivery Truck,8/4/2015,65930,65930
1,Regular Air,1/26/2015,65931,65931
8,express Air,8/11/2015,65932,65932
17,express Air,12/15/2016,65933,65933
10,Regular Air,1/10/2016,65934,65934
19,Regular Air,9/23/2016,65935,65935
7,Deleiivery Truck,8/8/2014,65936,65936
6,Regular Air,9/6/2014,65937,65937
9,Deleiivery Truck,11/13/2015,65938,65938
8,Deleiivery Truck,12/25/2016,65939,65939
7,express Air,5/15/2016,65940,65940
2,Deleiivery Truck,4/12/2014,65941,65941
3,Regular Air,10/12/2014,65942,65942
8,Regular Air,8/10/2014,65943,65943
9,Regular Air,2/3/2016,65944,65944
11,Deleiivery Truck,11/5/2014,65945,65945
2,Regular Air,5/31/2014,65946,65946
10,express Air,6/1/2016,65947,65947
15,express Air,9/29/2015,65948,65948
14,Regular Air,10/14/2015,65949,65949
6,Deleiivery Truck,9/24/2014,65950,65950
11,express Air,1/26/2017,65951,65951
9,express Air,12/27/2014,65952,65952
4,express Air,4/28/2016,65953,65953
3,Regular Air,8/15/2014,65954,65954
16,express Air,2/24/2016,65955,65955
4,Deleiivery Truck,4/24/2015,65956,65956
16,Deleiivery Truck,6/27/2014,65957,65957
1,Regular Air,6/2/2016,65958,65958
11,Regular Air,8/4/2014,65959,65959
6,express Air,1/30/2017,65960,65960
18,express Air,6/19/2015,65961,65961
2,Regular Air,4/8/2016,65962,65962
14,express Air,11/14/2015,65963,65963
5,Deleiivery Truck,1/21/2017,65964,65964
4,Regular Air,11/13/2014,65965,65965
13,Regular Air,9/7/2014,65966,65966
3,express Air,10/23/2016,65967,65967
8,Regular Air,7/23/2015,65968,65968
12,Deleiivery Truck,4/6/2014,65969,65969
8,Regular Air,1/6/2015,65970,65970
15,Regular Air,10/7/2016,65971,65971
2,Regular Air,5/15/2015,65972,65972
8,express Air,6/16/2015,65973,65973
11,Deleiivery Truck,10/5/2016,65974,65974
9,Deleiivery Truck,1/13/2016,65975,65975
15,Deleiivery Truck,2/7/2017,65976,65976
2,Deleiivery Truck,7/4/2015,65977,65977
7,Deleiivery Truck,5/22/2015,65978,65978
1,Deleiivery Truck,2/2/2017,65979,65979
6,Deleiivery Truck,7/5/2016,65980,65980
11,Deleiivery Truck,6/15/2014,65981,65981
9,Regular Air,3/28/2016,65982,65982
5,express Air,12/24/2016,65983,65983
2,express Air,6/15/2016,65984,65984
15,express Air,4/11/2014,65985,65985
10,Deleiivery Truck,9/24/2016,65986,65986
15,Regular Air,8/14/2014,65987,65987
5,Deleiivery Truck,6/24/2016,65988,65988
14,Deleiivery Truck,4/8/2015,65989,65989
11,Deleiivery Truck,3/20/2015,65990,65990
6,Regular Air,2/10/2016,65991,65991
7,Regular Air,1/16/2016,65992,65992
12,Deleiivery Truck,11/13/2014,65993,65993
5,Deleiivery Truck,4/29/2015,65994,65994
9,express Air,6/25/2014,65995,65995
3,express Air,8/14/2016,65996,65996
11,Regular Air,12/17/2015,65997,65997
7,Deleiivery Truck,10/5/2014,65998,65998
17,Deleiivery Truck,3/8/2015,65999,65999
7,Regular Air,3/18/2016,66000,66000
6,Regular Air,12/12/2014,66001,66001
10,Regular Air,8/12/2015,66002,66002
6,Deleiivery Truck,11/23/2015,66003,66003
16,Regular Air,9/20/2015,66004,66004
6,Regular Air,12/4/2016,66005,66005
9,Regular Air,11/16/2015,66006,66006
18,Deleiivery Truck,1/15/2015,66007,66007
10,express Air,1/15/2016,66008,66008
3,Deleiivery Truck,5/9/2016,66009,66009
18,Deleiivery Truck,7/31/2014,66010,66010
4,Deleiivery Truck,4/8/2016,66011,66011
5,Deleiivery Truck,4/2/2016,66012,66012
16,express Air,6/15/2016,66013,66013
17,Deleiivery Truck,12/25/2014,66014,66014
12,express Air,4/16/2015,66015,66015
18,Deleiivery Truck,8/19/2016,66016,66016
13,Deleiivery Truck,12/13/2015,66017,66017
9,Regular Air,12/4/2016,66018,66018
2,express Air,1/12/2017,66019,66019
12,express Air,8/22/2016,66020,66020
14,Regular Air,8/2/2016,66021,66021
13,Regular Air,8/2/2014,66022,66022
16,express Air,1/10/2015,66023,66023
9,express Air,3/12/2016,66024,66024
11,Deleiivery Truck,2/5/2017,66025,66025
14,Deleiivery Truck,5/18/2014,66026,66026
17,express Air,8/15/2016,66027,66027
7,Regular Air,10/25/2016,66028,66028
14,Deleiivery Truck,6/6/2016,66029,66029
10,Regular Air,9/8/2015,66030,66030
1,express Air,3/29/2016,66031,66031
12,Deleiivery Truck,4/27/2016,66032,66032
4,Deleiivery Truck,3/11/2015,66033,66033
2,express Air,1/2/2017,66034,66034
5,Regular Air,12/31/2014,66035,66035
6,Deleiivery Truck,7/24/2015,66036,66036
9,Deleiivery Truck,3/10/2016,66037,66037
17,Regular Air,6/3/2014,66038,66038
4,express Air,2/2/2015,66039,66039
4,Regular Air,3/31/2017,66040,66040
8,Regular Air,4/24/2014,66041,66041
9,Regular Air,11/29/2016,66042,66042
4,express Air,7/15/2015,66043,66043
13,Regular Air,8/30/2015,66044,66044
10,Deleiivery Truck,7/28/2016,66045,66045
18,express Air,8/9/2014,66046,66046
13,Regular Air,7/17/2016,66047,66047
17,Deleiivery Truck,10/28/2016,66048,66048
5,Deleiivery Truck,3/10/2016,66049,66049
14,Regular Air,1/8/2017,66050,66050
18,express Air,8/14/2016,66051,66051
19,Regular Air,12/30/2016,66052,66052
18,Regular Air,8/8/2015,66053,66053
8,express Air,7/1/2015,66054,66054
7,express Air,8/7/2016,66055,66055
7,express Air,12/22/2014,66056,66056
9,express Air,1/25/2015,66057,66057
4,Regular Air,8/27/2016,66058,66058
9,express Air,11/18/2014,66059,66059
18,Deleiivery Truck,12/31/2016,66060,66060
7,express Air,6/1/2016,66061,66061
3,express Air,2/19/2017,66062,66062
10,Deleiivery Truck,1/11/2015,66063,66063
11,express Air,12/25/2014,66064,66064
8,Deleiivery Truck,6/23/2015,66065,66065
18,Regular Air,12/8/2016,66066,66066
5,express Air,9/11/2015,66067,66067
9,Regular Air,7/21/2016,66068,66068
16,Deleiivery Truck,6/6/2016,66069,66069
12,express Air,1/28/2016,66070,66070
4,Deleiivery Truck,12/31/2016,66071,66071
12,Regular Air,8/1/2014,66072,66072
5,Deleiivery Truck,5/7/2015,66073,66073
1,express Air,12/19/2014,66074,66074
1,Deleiivery Truck,5/10/2014,66075,66075
16,Deleiivery Truck,6/19/2015,66076,66076
19,Deleiivery Truck,5/1/2014,66077,66077
7,Deleiivery Truck,3/23/2017,66078,66078
14,Regular Air,1/30/2016,66079,66079
1,Deleiivery Truck,4/17/2016,66080,66080
2,Regular Air,9/2/2016,66081,66081
2,Regular Air,6/12/2016,66082,66082
6,express Air,6/20/2014,66083,66083
15,Deleiivery Truck,10/9/2016,66084,66084
16,express Air,9/13/2016,66085,66085
11,Deleiivery Truck,5/9/2014,66086,66086
1,Regular Air,11/29/2015,66087,66087
5,Deleiivery Truck,12/21/2016,66088,66088
9,express Air,5/27/2015,66089,66089
15,Deleiivery Truck,11/29/2014,66090,66090
2,Regular Air,7/9/2015,66091,66091
7,Deleiivery Truck,1/29/2015,66092,66092
2,Regular Air,7/31/2014,66093,66093
12,express Air,6/17/2016,66094,66094
5,express Air,3/27/2016,66095,66095
10,Deleiivery Truck,5/10/2016,66096,66096
1,Deleiivery Truck,7/3/2014,66097,66097
18,express Air,11/10/2014,66098,66098
6,express Air,7/17/2015,66099,66099
1,Regular Air,2/19/2017,66100,66100
3,express Air,2/21/2016,66101,66101
4,express Air,4/27/2015,66102,66102
5,express Air,8/9/2014,66103,66103
8,express Air,1/19/2015,66104,66104
10,Regular Air,7/13/2016,66105,66105
4,Deleiivery Truck,4/21/2016,66106,66106
